bus,technology,unit_id,demand_TWh,remaining_lifetime,decommissioning_year,p_nom,carrier,commissioning_year
DE0 2 heat,gas_burner,34,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,35,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,36,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,37,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,38,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,39,0.9925504032258066,6,2026,283.26,gas,2006
DE0 2 heat,gas_burner,40,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,41,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,42,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,43,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,44,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,45,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,46,0.9925504032258066,7,2027,283.26,gas,2007
DE0 2 heat,gas_burner,47,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,48,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,49,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,50,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,51,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,52,0.9925504032258066,8,2028,283.26,gas,2008
DE0 2 heat,gas_burner,53,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,54,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,55,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,56,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,57,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,58,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,59,0.9925504032258066,9,2029,283.26,gas,2009
DE0 2 heat,gas_burner,60,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,61,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,62,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,63,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,64,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,65,0.9925504032258066,10,2030,283.26,gas,2010
DE0 2 heat,gas_burner,66,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,67,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,68,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,69,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,70,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,71,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,72,0.9925504032258066,11,2031,283.26,gas,2011
DE0 2 heat,gas_burner,73,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,74,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,75,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,76,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,77,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,78,0.9925504032258066,12,2032,283.26,gas,2012
DE0 2 heat,gas_burner,79,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,80,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,81,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,82,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,83,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,84,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,85,0.9925504032258066,13,2033,283.26,gas,2013
DE0 2 heat,gas_burner,86,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,87,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,88,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,89,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,90,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,91,0.9925504032258066,14,2034,283.26,gas,2014
DE0 2 heat,gas_burner,92,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,93,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,94,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,95,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,96,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,97,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,98,0.9925504032258066,15,2035,283.26,gas,2015
DE0 2 heat,gas_burner,99,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,100,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,101,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,102,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,103,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,104,0.9925504032258066,16,2036,283.26,gas,2016
DE0 2 heat,gas_burner,105,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,106,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,107,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,108,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,109,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,110,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,111,0.9925504032258066,17,2037,283.26,gas,2017
DE0 2 heat,gas_burner,112,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,113,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,114,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,115,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,116,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,117,0.9925504032258066,18,2038,283.26,gas,2018
DE0 2 heat,gas_burner,118,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,119,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,120,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,121,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,122,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,123,0.9925504032258066,19,2039,283.26,gas,2019
DE0 2 heat,gas_burner,124,0.9925504032258066,20,2040,283.26,gas,2020
DE0 9 heat,gas_burner,1,0.9881278846153847,1,2021,282.0,gas,2001
DE0 9 heat,gas_burner,2,0.9881278846153847,1,2021,282.0,gas,2001
DE0 9 heat,gas_burner,3,0.9881278846153847,1,2021,282.0,gas,2001
DE0 9 heat,gas_burner,4,0.9881278846153847,1,2021,282.0,gas,2001
DE0 9 heat,gas_burner,5,0.9881278846153847,1,2021,282.0,gas,2001
DE0 9 heat,gas_burner,6,0.9881278846153847,2,2022,282.0,gas,2002
DE0 9 heat,gas_burner,7,0.9881278846153847,2,2022,282.0,gas,2002
DE0 9 heat,gas_burner,8,0.9881278846153847,2,2022,282.0,gas,2002
DE0 9 heat,gas_burner,9,0.9881278846153847,2,2022,282.0,gas,2002
DE0 9 heat,gas_burner,10,0.9881278846153847,3,2023,282.0,gas,2003
DE0 9 heat,gas_burner,11,0.9881278846153847,3,2023,282.0,gas,2003
DE0 9 heat,gas_burner,12,0.9881278846153847,3,2023,282.0,gas,2003
DE0 9 heat,gas_burner,13,0.9881278846153847,3,2023,282.0,gas,2003
DE0 9 heat,gas_burner,14,0.9881278846153847,4,2024,282.0,gas,2004
DE0 9 heat,gas_burner,15,0.9881278846153847,4,2024,282.0,gas,2004
DE0 9 heat,gas_burner,16,0.9881278846153847,4,2024,282.0,gas,2004
DE0 9 heat,gas_burner,17,0.9881278846153847,4,2024,282.0,gas,2004
DE0 9 heat,gas_burner,18,0.9881278846153847,5,2025,282.0,gas,2005
DE0 9 heat,gas_burner,19,0.9881278846153847,5,2025,282.0,gas,2005
DE0 9 heat,gas_burner,20,0.9881278846153847,5,2025,282.0,gas,2005
DE0 9 heat,gas_burner,21,0.9881278846153847,5,2025,282.0,gas,2005
DE0 9 heat,gas_burner,22,0.9881278846153847,6,2026,282.0,gas,2006
DE0 9 heat,gas_burner,23,0.9881278846153847,6,2026,282.0,gas,2006
DE0 9 heat,gas_burner,24,0.9881278846153847,6,2026,282.0,gas,2006
DE0 9 heat,gas_burner,25,0.9881278846153847,6,2026,282.0,gas,2006
DE0 9 heat,gas_burner,26,0.9881278846153847,7,2027,282.0,gas,2007
DE0 9 heat,gas_burner,27,0.9881278846153847,7,2027,282.0,gas,2007
DE0 9 heat,gas_burner,28,0.9881278846153847,7,2027,282.0,gas,2007
DE0 9 heat,gas_burner,29,0.9881278846153847,7,2027,282.0,gas,2007
DE0 9 heat,gas_burner,30,0.9881278846153847,8,2028,282.0,gas,2008
DE0 9 heat,gas_burner,31,0.9881278846153847,8,2028,282.0,gas,2008
DE0 9 heat,gas_burner,32,0.9881278846153847,8,2028,282.0,gas,2008
DE0 9 heat,gas_burner,33,0.9881278846153847,8,2028,282.0,gas,2008
DE0 9 heat,gas_burner,34,0.9881278846153847,9,2029,282.0,gas,2009
DE0 9 heat,gas_burner,35,0.9881278846153847,9,2029,282.0,gas,2009
DE0 9 heat,gas_burner,36,0.9881278846153847,9,2029,282.0,gas,2009
DE0 9 heat,gas_burner,37,0.9881278846153847,9,2029,282.0,gas,2009
DE0 9 heat,gas_burner,38,0.9881278846153847,10,2030,282.0,gas,2010
DE0 9 heat,gas_burner,39,0.9881278846153847,10,2030,282.0,gas,2010
DE0 9 heat,gas_burner,40,0.9881278846153847,10,2030,282.0,gas,2010
DE0 9 heat,gas_burner,41,0.9881278846153847,10,2030,282.0,gas,2010
DE0 9 heat,gas_burner,42,0.9881278846153847,11,2031,282.0,gas,2011
DE0 9 heat,gas_burner,43,0.9881278846153847,11,2031,282.0,gas,2011
DE0 9 heat,gas_burner,44,0.9881278846153847,11,2031,282.0,gas,2011
DE0 9 heat,gas_burner,45,0.9881278846153847,11,2031,282.0,gas,2011
DE0 9 heat,gas_burner,46,0.9881278846153847,12,2032,282.0,gas,2012
DE0 9 heat,gas_burner,47,0.9881278846153847,12,2032,282.0,gas,2012
DE0 9 heat,gas_burner,48,0.9881278846153847,12,2032,282.0,gas,2012
DE0 9 heat,gas_burner,49,0.9881278846153847,12,2032,282.0,gas,2012
DE0 9 heat,gas_burner,50,0.9881278846153847,13,2033,282.0,gas,2013
DE0 9 heat,gas_burner,51,0.9881278846153847,13,2033,282.0,gas,2013
DE0 9 heat,gas_burner,52,0.9881278846153847,13,2033,282.0,gas,2013
DE0 9 heat,gas_burner,53,0.9881278846153847,13,2033,282.0,gas,2013
DE0 9 heat,gas_burner,54,0.9881278846153847,14,2034,282.0,gas,2014
DE0 9 heat,gas_burner,55,0.9881278846153847,14,2034,282.0,gas,2014
DE0 9 heat,gas_burner,56,0.9881278846153847,14,2034,282.0,gas,2014
DE0 9 heat,gas_burner,57,0.9881278846153847,14,2034,282.0,gas,2014
DE0 9 heat,gas_burner,58,0.9881278846153847,15,2035,282.0,gas,2015
DE0 9 heat,gas_burner,59,0.9881278846153847,15,2035,282.0,gas,2015
DE0 9 heat,gas_burner,60,0.9881278846153847,15,2035,282.0,gas,2015
DE0 9 heat,gas_burner,61,0.9881278846153847,15,2035,282.0,gas,2015
DE0 9 heat,gas_burner,62,0.9881278846153847,16,2036,282.0,gas,2016
DE0 9 heat,gas_burner,63,0.9881278846153847,16,2036,282.0,gas,2016
DE0 9 heat,gas_burner,64,0.9881278846153847,16,2036,282.0,gas,2016
DE0 9 heat,gas_burner,65,0.9881278846153847,16,2036,282.0,gas,2016
DE0 9 heat,gas_burner,66,0.9881278846153847,17,2037,282.0,gas,2017
DE0 9 heat,gas_burner,67,0.9881278846153847,17,2037,282.0,gas,2017
DE0 9 heat,gas_burner,68,0.9881278846153847,17,2037,282.0,gas,2017
DE0 9 heat,gas_burner,69,0.9881278846153847,17,2037,282.0,gas,2017
DE0 9 heat,gas_burner,70,0.9881278846153847,18,2038,282.0,gas,2018
DE0 9 heat,gas_burner,71,0.9881278846153847,18,2038,282.0,gas,2018
DE0 9 heat,gas_burner,72,0.9881278846153847,18,2038,282.0,gas,2018
DE0 9 heat,gas_burner,73,0.9881278846153847,18,2038,282.0,gas,2018
DE0 9 heat,gas_burner,74,0.9881278846153847,19,2039,282.0,gas,2019
DE0 9 heat,gas_burner,75,0.9881278846153847,19,2039,282.0,gas,2019
DE0 9 heat,gas_burner,76,0.9881278846153847,19,2039,282.0,gas,2019
DE0 9 heat,gas_burner,77,0.9881278846153847,19,2039,282.0,gas,2019
DE0 9 heat,gas_burner,78,0.9881278846153847,20,2040,282.0,gas,2020
DE0 A heat,gas_burner,1,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,2,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,3,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,4,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,5,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,6,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,7,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,8,0.9941973489932887,1,2021,283.73,gas,2001
DE0 A heat,gas_burner,9,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,10,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,11,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,12,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,13,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,14,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,15,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,16,0.9941973489932887,2,2022,283.73,gas,2002
DE0 A heat,gas_burner,17,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,18,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,19,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,20,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,21,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,22,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,23,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,24,0.9941973489932887,3,2023,283.73,gas,2003
DE0 A heat,gas_burner,25,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,26,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,27,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,28,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,29,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,30,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,31,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,32,0.9941973489932887,4,2024,283.73,gas,2004
DE0 A heat,gas_burner,33,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,34,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,35,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,36,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,37,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,38,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,39,0.9941973489932887,5,2025,283.73,gas,2005
DE0 A heat,gas_burner,40,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,41,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,42,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,43,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,44,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,45,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,46,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,47,0.9941973489932887,6,2026,283.73,gas,2006
DE0 A heat,gas_burner,48,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,49,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,50,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,51,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,52,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,53,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,54,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,55,0.9941973489932887,7,2027,283.73,gas,2007
DE0 A heat,gas_burner,56,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,57,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,58,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,59,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,60,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,61,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,62,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,63,0.9941973489932887,8,2028,283.73,gas,2008
DE0 A heat,gas_burner,64,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,65,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,66,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,67,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,68,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,69,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,70,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,71,0.9941973489932887,9,2029,283.73,gas,2009
DE0 A heat,gas_burner,72,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,73,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,74,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,75,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,76,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,77,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,78,0.9941973489932887,10,2030,283.73,gas,2010
DE0 A heat,gas_burner,79,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,80,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,81,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,82,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,83,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,84,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,85,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,86,0.9941973489932887,11,2031,283.73,gas,2011
DE0 A heat,gas_burner,87,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,88,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,89,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,90,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,91,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,92,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,93,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,94,0.9941973489932887,12,2032,283.73,gas,2012
DE0 A heat,gas_burner,95,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,96,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,97,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,98,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,99,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,100,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,101,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,102,0.9941973489932887,13,2033,283.73,gas,2013
DE0 A heat,gas_burner,103,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,104,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,105,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,106,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,107,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,108,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,109,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,110,0.9941973489932887,14,2034,283.73,gas,2014
DE0 A heat,gas_burner,111,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,112,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,113,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,114,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,115,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,116,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,117,0.9941973489932887,15,2035,283.73,gas,2015
DE0 A heat,gas_burner,118,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,119,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,120,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,121,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,122,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,123,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,124,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,125,0.9941973489932887,16,2036,283.73,gas,2016
DE0 A heat,gas_burner,126,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,127,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,128,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,129,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,130,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,131,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,132,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,133,0.9941973489932887,17,2037,283.73,gas,2017
DE0 A heat,gas_burner,134,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,135,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,136,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,137,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,138,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,139,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,140,0.9941973489932887,18,2038,283.73,gas,2018
